Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Residencia: Nivel 2,Periodo,Total,cod_comunidad,nombre_comunidad,cod_provincia,nombre_provincia,año,mes
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2024M01,74352,09,Cataluña,17,Girona,2024,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M12,97216,09,Cataluña,17,Girona,2023,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M11,76831,09,Cataluña,17,Girona,2023,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M10,147501,09,Cataluña,17,Girona,2023,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M09,181503,09,Cataluña,17,Girona,2023,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M08,264027,09,Cataluña,17,Girona,2023,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M07,227893,09,Cataluña,17,Girona,2023,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M06,239930,09,Cataluña,17,Girona,2023,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M05,146828,09,Cataluña,17,Girona,2023,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M04,192039,09,Cataluña,17,Girona,2023,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M03,100350,09,Cataluña,17,Girona,2023,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M02,84001,09,Cataluña,17,Girona,2023,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2023M01,77001,09,Cataluña,17,Girona,2023,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M12,101790,09,Cataluña,17,Girona,2022,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M11,75232,09,Cataluña,17,Girona,2022,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M10,148190,09,Cataluña,17,Girona,2022,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M09,176025,09,Cataluña,17,Girona,2022,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M08,273522,09,Cataluña,17,Girona,2022,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M07,244445,09,Cataluña,17,Girona,2022,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M06,255088,09,Cataluña,17,Girona,2022,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M05,148939,09,Cataluña,17,Girona,2022,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M04,172924,09,Cataluña,17,Girona,2022,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M03,94875,09,Cataluña,17,Girona,2022,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M02,92785,09,Cataluña,17,Girona,2022,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2022M01,81482,09,Cataluña,17,Girona,2022,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M12,105791,09,Cataluña,17,Girona,2021,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M11,76945,09,Cataluña,17,Girona,2021,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M10,151193,09,Cataluña,17,Girona,2021,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M09,187260,09,Cataluña,17,Girona,2021,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M08,350951,09,Cataluña,17,Girona,2021,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M07,268879,09,Cataluña,17,Girona,2021,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M06,214970,09,Cataluña,17,Girona,2021,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M05,121192,09,Cataluña,17,Girona,2021,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M04,52793,09,Cataluña,17,Girona,2021,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M03,54216,09,Cataluña,17,Girona,2021,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M02,20307,09,Cataluña,17,Girona,2021,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en España,2021M01,19655,09,Cataluña,17,Girona,2021,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M12,63160,09,Cataluña,17,Girona,2025,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M11,76181,09,Cataluña,17,Girona,2025,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M10,249235,09,Cataluña,17,Girona,2025,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M09,333013,09,Cataluña,17,Girona,2025,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M08,406676,09,Cataluña,17,Girona,2025,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M07,388351,09,Cataluña,17,Girona,2025,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M06,320102,09,Cataluña,17,Girona,2025,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M05,295281,09,Cataluña,17,Girona,2025,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M04,227256,09,Cataluña,17,Girona,2025,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M03,98184,09,Cataluña,17,Girona,2025,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M02,72652,09,Cataluña,17,Girona,2025,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2025M01,56648,09,Cataluña,17,Girona,2025,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M12,60294,09,Cataluña,17,Girona,2024,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M11,72574,09,Cataluña,17,Girona,2024,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M10,255628,09,Cataluña,17,Girona,2024,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M09,336031,09,Cataluña,17,Girona,2024,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M08,402174,09,Cataluña,17,Girona,2024,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M07,391559,09,Cataluña,17,Girona,2024,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M06,304140,09,Cataluña,17,Girona,2024,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M05,321819,09,Cataluña,17,Girona,2024,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M04,212577,09,Cataluña,17,Girona,2024,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M03,109975,09,Cataluña,17,Girona,2024,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M02,68516,09,Cataluña,17,Girona,2024,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2024M01,50860,09,Cataluña,17,Girona,2024,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M12,63723,09,Cataluña,17,Girona,2023,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M11,73341,09,Cataluña,17,Girona,2023,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M10,238094,09,Cataluña,17,Girona,2023,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M09,314900,09,Cataluña,17,Girona,2023,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M08,372153,09,Cataluña,17,Girona,2023,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M07,362769,09,Cataluña,17,Girona,2023,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M06,274205,09,Cataluña,17,Girona,2023,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M05,296780,09,Cataluña,17,Girona,2023,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M04,222915,09,Cataluña,17,Girona,2023,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M03,87525,09,Cataluña,17,Girona,2023,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M02,61937,09,Cataluña,17,Girona,2023,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2023M01,45351,09,Cataluña,17,Girona,2023,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M12,53654,09,Cataluña,17,Girona,2022,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M11,64016,09,Cataluña,17,Girona,2022,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M10,202899,09,Cataluña,17,Girona,2022,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M09,277909,09,Cataluña,17,Girona,2022,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M08,354716,09,Cataluña,17,Girona,2022,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M07,343860,09,Cataluña,17,Girona,2022,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M06,254234,09,Cataluña,17,Girona,2022,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M05,230522,09,Cataluña,17,Girona,2022,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M04,156628,09,Cataluña,17,Girona,2022,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M03,53608,09,Cataluña,17,Girona,2022,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M02,55588,09,Cataluña,17,Girona,2022,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2022M01,30145,09,Cataluña,17,Girona,2022,1
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M12,39360,09,Cataluña,17,Girona,2021,12
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M11,57529,09,Cataluña,17,Girona,2021,11
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M10,142025,09,Cataluña,17,Girona,2021,10
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M09,150921,09,Cataluña,17,Girona,2021,9
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M08,226811,09,Cataluña,17,Girona,2021,8
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M07,161972,09,Cataluña,17,Girona,2021,7
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M06,79844,09,Cataluña,17,Girona,2021,6
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M05,47911,09,Cataluña,17,Girona,2021,5
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M04,14445,09,Cataluña,17,Girona,2021,4
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M03,13155,09,Cataluña,17,Girona,2021,3
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M02,7823,09,Cataluña,17,Girona,2021,2
Total Nacional,09 Cataluña,17 Girona,Viajero,Residentes en el Extranjero,2021M01,9536,09,Cataluña,17,Girona,2021,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M12,277151,09,Cataluña,17,Girona,2025,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M11,299502,09,Cataluña,17,Girona,2025,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M10,1100001,09,Cataluña,17,Girona,2025,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M09,1686512,09,Cataluña,17,Girona,2025,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M08,2387336,09,Cataluña,17,Girona,2025,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M07,2172368,09,Cataluña,17,Girona,2025,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M06,1644708,09,Cataluña,17,Girona,2025,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M05,1322893,09,Cataluña,17,Girona,2025,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M04,1057250,09,Cataluña,17,Girona,2025,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M03,475686,09,Cataluña,17,Girona,2025,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M02,305810,09,Cataluña,17,Girona,2025,2
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2025M01,243277,09,Cataluña,17,Girona,2025,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M12,252605,09,Cataluña,17,Girona,2024,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M11,287231,09,Cataluña,17,Girona,2024,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M10,1088327,09,Cataluña,17,Girona,2024,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M09,1641945,09,Cataluña,17,Girona,2024,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M08,2408114,09,Cataluña,17,Girona,2024,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M07,2206406,09,Cataluña,17,Girona,2024,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M06,1595040,09,Cataluña,17,Girona,2024,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M05,1359535,09,Cataluña,17,Girona,2024,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M04,879409,09,Cataluña,17,Girona,2024,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M03,554160,09,Cataluña,17,Girona,2024,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M02,274407,09,Cataluña,17,Girona,2024,2
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2024M01,212116,09,Cataluña,17,Girona,2024,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M12,308760,09,Cataluña,17,Girona,2023,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M11,304105,09,Cataluña,17,Girona,2023,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M10,1076982,09,Cataluña,17,Girona,2023,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M09,1582302,09,Cataluña,17,Girona,2023,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M08,2335305,09,Cataluña,17,Girona,2023,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M07,2099009,09,Cataluña,17,Girona,2023,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M06,1490213,09,Cataluña,17,Girona,2023,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M05,1217666,09,Cataluña,17,Girona,2023,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M04,1037458,09,Cataluña,17,Girona,2023,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M03,415967,09,Cataluña,17,Girona,2023,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M02,290680,09,Cataluña,17,Girona,2023,2
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2023M01,240467,09,Cataluña,17,Girona,2023,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M12,298209,09,Cataluña,17,Girona,2022,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M11,283568,09,Cataluña,17,Girona,2022,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M10,874310,09,Cataluña,17,Girona,2022,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M09,1377674,09,Cataluña,17,Girona,2022,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M08,2360768,09,Cataluña,17,Girona,2022,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M07,2068066,09,Cataluña,17,Girona,2022,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M06,1385761,09,Cataluña,17,Girona,2022,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M05,980345,09,Cataluña,17,Girona,2022,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M04,825358,09,Cataluña,17,Girona,2022,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M03,317741,09,Cataluña,17,Girona,2022,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M02,271749,09,Cataluña,17,Girona,2022,2
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2022M01,204903,09,Cataluña,17,Girona,2022,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M12,261573,09,Cataluña,17,Girona,2021,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M11,246367,09,Cataluña,17,Girona,2021,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M10,666071,09,Cataluña,17,Girona,2021,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M09,938605,09,Cataluña,17,Girona,2021,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M08,1910245,09,Cataluña,17,Girona,2021,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M07,1270486,09,Cataluña,17,Girona,2021,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M06,625488,09,Cataluña,17,Girona,2021,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M05,289115,09,Cataluña,17,Girona,2021,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M04,118235,09,Cataluña,17,Girona,2021,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M03,107068,09,Cataluña,17,Girona,2021,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M02,46739,09,Cataluña,17,Girona,2021,2
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,,2021M01,48099,09,Cataluña,17,Girona,2021,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M12,169324,09,Cataluña,17,Girona,2025,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M11,146040,09,Cataluña,17,Girona,2025,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M10,257773,09,Cataluña,17,Girona,2025,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M09,404604,09,Cataluña,17,Girona,2025,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M08,746360,09,Cataluña,17,Girona,2025,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M07,556032,09,Cataluña,17,Girona,2025,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M06,499974,09,Cataluña,17,Girona,2025,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M05,385893,09,Cataluña,17,Girona,2025,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M04,358759,09,Cataluña,17,Girona,2025,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M03,241742,09,Cataluña,17,Girona,2025,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M02,152320,09,Cataluña,17,Girona,2025,2
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2025M01,135864,09,Cataluña,17,Girona,2025,1
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M12,149407,09,Cataluña,17,Girona,2024,12
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M11,140844,09,Cataluña,17,Girona,2024,11
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M10,242572,09,Cataluña,17,Girona,2024,10
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M09,343494,09,Cataluña,17,Girona,2024,9
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M08,742204,09,Cataluña,17,Girona,2024,8
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M07,520798,09,Cataluña,17,Girona,2024,7
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M06,486792,09,Cataluña,17,Girona,2024,6
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M05,348416,09,Cataluña,17,Girona,2024,5
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M04,241003,09,Cataluña,17,Girona,2024,4
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M03,267739,09,Cataluña,17,Girona,2024,3
Total Nacional,09 Cataluña,17 Girona,Pernoctaciones,Residentes en España,2024M02,125343,09,Cataluña,17,Girona,2024,2
