RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Periodo,Total,año,mes
Total,Países Bajos,Pernoctaciones,2024M07,1531236,2024,7
Total,Países Bajos,Pernoctaciones,2024M06,1192836,2024,6
Total,Países Bajos,Pernoctaciones,2024M05,1317658,2024,5
Total,Países Bajos,Pernoctaciones,2024M04,800419,2024,4
Total,Países Bajos,Pernoctaciones,2024M03,548953,2024,3
Total,Países Bajos,Pernoctaciones,2024M02,535759,2024,2
Total,Países Bajos,Pernoctaciones,2024M01,490405,2024,1
Total,Países Bajos,Pernoctaciones,2023M12,398031,2023,12
Total,Países Bajos,Pernoctaciones,2023M11,453594,2023,11
Total,Países Bajos,Pernoctaciones,2023M10,1013787,2023,10
Total,Países Bajos,Pernoctaciones,2023M09,1266504,2023,9
Total,Países Bajos,Pernoctaciones,2023M08,1620348,2023,8
Total,Países Bajos,Pernoctaciones,2023M07,1329781,2023,7
Total,Países Bajos,Pernoctaciones,2023M06,1055908,2023,6
Total,Países Bajos,Pernoctaciones,2023M05,1041196,2023,5
Total,Países Bajos,Pernoctaciones,2023M04,829492,2023,4
Total,Países Bajos,Pernoctaciones,2023M03,502268,2023,3
Total,Países Bajos,Pernoctaciones,2023M02,424906,2023,2
Total,Países Bajos,Pernoctaciones,2023M01,432709,2023,1
Total,Países Bajos,Pernoctaciones,2022M12,355202,2022,12
Total,Países Bajos,Pernoctaciones,2022M11,414227,2022,11
Total,Países Bajos,Pernoctaciones,2022M10,886386,2022,10
Total,Países Bajos,Pernoctaciones,2022M09,1124274,2022,9
Total,Países Bajos,Pernoctaciones,2022M08,1571343,2022,8
Total,Países Bajos,Pernoctaciones,2022M07,1334873,2022,7
Total,Países Bajos,Pernoctaciones,2022M06,1010520,2022,6
Total,Países Bajos,Pernoctaciones,2022M05,1164861,2022,5
Total,Países Bajos,Pernoctaciones,2022M04,760745,2022,4
Total,Países Bajos,Pernoctaciones,2022M03,541843,2022,3
Total,Países Bajos,Pernoctaciones,2022M02,409270,2022,2
Total,Países Bajos,Pernoctaciones,2022M01,415754,2022,1
Total,Países Bajos,Pernoctaciones,2021M12,370733,2021,12
Total,Países Bajos,Pernoctaciones,2021M11,433862,2021,11
Total,Países Bajos,Pernoctaciones,2021M10,988267,2021,10
Total,Países Bajos,Pernoctaciones,2021M09,1042597,2021,9
Total,Países Bajos,Pernoctaciones,2021M08,1113191,2021,8
Total,Países Bajos,Pernoctaciones,2021M07,622607,2021,7
Total,Países Bajos,Pernoctaciones,2021M06,362215,2021,6
Total,Países Bajos,Pernoctaciones,2021M05,116307,2021,5
Total,Países Bajos,Pernoctaciones,2021M04,43351,2021,4
Total,Países Bajos,Pernoctaciones,2021M03,26976,2021,3
Total,Países Bajos,Pernoctaciones,2021M02,20842,2021,2
Total,Países Bajos,Pernoctaciones,2021M01,20669,2021,1
Total,Polonia,Viajero,2025M12,75836,2025,12
Total,Polonia,Viajero,2025M11,84738,2025,11
Total,Polonia,Viajero,2025M10,129370,2025,10
Total,Polonia,Viajero,2025M09,174679,2025,9
Total,Polonia,Viajero,2025M08,181536,2025,8
Total,Polonia,Viajero,2025M07,194866,2025,7
Total,Polonia,Viajero,2025M06,177798,2025,6
Total,Polonia,Viajero,2025M05,151956,2025,5
Total,Polonia,Viajero,2025M04,115934,2025,4
Total,Polonia,Viajero,2025M03,97128,2025,3
Total,Polonia,Viajero,2025M02,94353,2025,2
Total,Polonia,Viajero,2025M01,71380,2025,1
Total,Polonia,Viajero,2024M12,59297,2024,12
Total,Polonia,Viajero,2024M11,74431,2024,11
Total,Polonia,Viajero,2024M10,124390,2024,10
Total,Polonia,Viajero,2024M09,161560,2024,9
Total,Polonia,Viajero,2024M08,157683,2024,8
Total,Polonia,Viajero,2024M07,157004,2024,7
Total,Polonia,Viajero,2024M06,153981,2024,6
Total,Polonia,Viajero,2024M05,147440,2024,5
Total,Polonia,Viajero,2024M04,112932,2024,4
Total,Polonia,Viajero,2024M03,84928,2024,3
Total,Polonia,Viajero,2024M02,77999,2024,2
Total,Polonia,Viajero,2024M01,76597,2024,1
Total,Polonia,Viajero,2023M12,56322,2023,12
Total,Polonia,Viajero,2023M11,70702,2023,11
Total,Polonia,Viajero,2023M10,112801,2023,10
Total,Polonia,Viajero,2023M09,143550,2023,9
Total,Polonia,Viajero,2023M08,131818,2023,8
Total,Polonia,Viajero,2023M07,146803,2023,7
Total,Polonia,Viajero,2023M06,130829,2023,6
Total,Polonia,Viajero,2023M05,115088,2023,5
Total,Polonia,Viajero,2023M04,94301,2023,4
Total,Polonia,Viajero,2023M03,62908,2023,3
Total,Polonia,Viajero,2023M02,60585,2023,2
Total,Polonia,Viajero,2023M01,54889,2023,1
Total,Polonia,Viajero,2022M12,42348,2022,12
Total,Polonia,Viajero,2022M11,48748,2022,11
Total,Polonia,Viajero,2022M10,94042,2022,10
Total,Polonia,Viajero,2022M09,114825,2022,9
Total,Polonia,Viajero,2022M08,109881,2022,8
Total,Polonia,Viajero,2022M07,121357,2022,7
Total,Polonia,Viajero,2022M06,112585,2022,6
Total,Polonia,Viajero,2022M05,89592,2022,5
Total,Polonia,Viajero,2022M04,63343,2022,4
Total,Polonia,Viajero,2022M03,44952,2022,3
Total,Polonia,Viajero,2022M02,48072,2022,2
Total,Polonia,Viajero,2022M01,35008,2022,1
Total,Polonia,Viajero,2021M12,29624,2021,12
Total,Polonia,Viajero,2021M11,38493,2021,11
Total,Polonia,Viajero,2021M10,55882,2021,10
Total,Polonia,Viajero,2021M09,80015,2021,9
Total,Polonia,Viajero,2021M08,87843,2021,8
Total,Polonia,Viajero,2021M07,85635,2021,7
Total,Polonia,Viajero,2021M06,46922,2021,6
Total,Polonia,Viajero,2021M05,18369,2021,5
Total,Polonia,Viajero,2021M04,10263,2021,4
Total,Polonia,Viajero,2021M03,7420,2021,3
Total,Polonia,Viajero,2021M02,5079,2021,2
Total,Polonia,Viajero,2021M01,7024,2021,1
Total,Polonia,Pernoctaciones,2025M12,319562,2025,12
Total,Polonia,Pernoctaciones,2025M11,321093,2025,11
Total,Polonia,Pernoctaciones,2025M10,589380,2025,10
Total,Polonia,Pernoctaciones,2025M09,886642,2025,9
Total,Polonia,Pernoctaciones,2025M08,1010576,2025,8
Total,Polonia,Pernoctaciones,2025M07,1131054,2025,7
Total,Polonia,Pernoctaciones,2025M06,870499,2025,6
Total,Polonia,Pernoctaciones,2025M05,696015,2025,5
Total,Polonia,Pernoctaciones,2025M04,452810,2025,4
Total,Polonia,Pernoctaciones,2025M03,386222,2025,3
Total,Polonia,Pernoctaciones,2025M02,420905,2025,2
Total,Polonia,Pernoctaciones,2025M01,330420,2025,1
Total,Polonia,Pernoctaciones,2024M12,253198,2024,12
Total,Polonia,Pernoctaciones,2024M11,280421,2024,11
Total,Polonia,Pernoctaciones,2024M10,519815,2024,10
Total,Polonia,Pernoctaciones,2024M09,806570,2024,9
Total,Polonia,Pernoctaciones,2024M08,854384,2024,8
Total,Polonia,Pernoctaciones,2024M07,867696,2024,7
Total,Polonia,Pernoctaciones,2024M06,817385,2024,6
Total,Polonia,Pernoctaciones,2024M05,635901,2024,5
Total,Polonia,Pernoctaciones,2024M04,415012,2024,4
Total,Polonia,Pernoctaciones,2024M03,337971,2024,3
Total,Polonia,Pernoctaciones,2024M02,345291,2024,2
Total,Polonia,Pernoctaciones,2024M01,324211,2024,1
Total,Polonia,Pernoctaciones,2023M12,236583,2023,12
Total,Polonia,Pernoctaciones,2023M11,271071,2023,11
Total,Polonia,Pernoctaciones,2023M10,498379,2023,10
Total,Polonia,Pernoctaciones,2023M09,718880,2023,9
Total,Polonia,Pernoctaciones,2023M08,704398,2023,8
Total,Polonia,Pernoctaciones,2023M07,782672,2023,7
Total,Polonia,Pernoctaciones,2023M06,637338,2023,6
Total,Polonia,Pernoctaciones,2023M05,506833,2023,5
Total,Polonia,Pernoctaciones,2023M04,353756,2023,4
Total,Polonia,Pernoctaciones,2023M03,254447,2023,3
Total,Polonia,Pernoctaciones,2023M02,269603,2023,2
Total,Polonia,Pernoctaciones,2023M01,239561,2023,1
Total,Polonia,Pernoctaciones,2022M12,187748,2022,12
Total,Polonia,Pernoctaciones,2022M11,188236,2022,11
Total,Polonia,Pernoctaciones,2022M10,398298,2022,10
Total,Polonia,Pernoctaciones,2022M09,567143,2022,9
Total,Polonia,Pernoctaciones,2022M08,599393,2022,8
Total,Polonia,Pernoctaciones,2022M07,678750,2022,7
Total,Polonia,Pernoctaciones,2022M06,543537,2022,6
Total,Polonia,Pernoctaciones,2022M05,397558,2022,5
Total,Polonia,Pernoctaciones,2022M04,254084,2022,4
Total,Polonia,Pernoctaciones,2022M03,199521,2022,3
Total,Polonia,Pernoctaciones,2022M02,228944,2022,2
Total,Polonia,Pernoctaciones,2022M01,180713,2022,1
Total,Polonia,Pernoctaciones,2021M12,149247,2021,12
Total,Polonia,Pernoctaciones,2021M11,166633,2021,11
Total,Polonia,Pernoctaciones,2021M10,261231,2021,10
Total,Polonia,Pernoctaciones,2021M09,439539,2021,9
Total,Polonia,Pernoctaciones,2021M08,495478,2021,8
Total,Polonia,Pernoctaciones,2021M07,498504,2021,7
Total,Polonia,Pernoctaciones,2021M06,215034,2021,6
Total,Polonia,Pernoctaciones,2021M05,81251,2021,5
Total,Polonia,Pernoctaciones,2021M04,44949,2021,4
Total,Polonia,Pernoctaciones,2021M03,34894,2021,3
Total,Polonia,Pernoctaciones,2021M02,24013,2021,2
Total,Polonia,Pernoctaciones,2021M01,34809,2021,1
Total,Portugal,Viajero,2025M12,140579,2025,12
Total,Portugal,Viajero,2025M11,118891,2025,11
Total,Portugal,Viajero,2025M10,148492,2025,10
Total,Portugal,Viajero,2025M09,240370,2025,9
Total,Portugal,Viajero,2025M08,409827,2025,8
Total,Portugal,Viajero,2025M07,263088,2025,7
Total,Portugal,Viajero,2025M06,255318,2025,6
Total,Portugal,Viajero,2025M05,161139,2025,5
Total,Portugal,Viajero,2025M04,206017,2025,4
Total,Portugal,Viajero,2025M03,127509,2025,3
Total,Portugal,Viajero,2025M02,92085,2025,2
Total,Portugal,Viajero,2025M01,92767,2025,1
Total,Portugal,Viajero,2024M12,128922,2024,12
Total,Portugal,Viajero,2024M11,108576,2024,11
Total,Portugal,Viajero,2024M10,149707,2024,10
Total,Portugal,Viajero,2024M09,233122,2024,9
Total,Portugal,Viajero,2024M08,387598,2024,8
Total,Portugal,Viajero,2024M07,254474,2024,7
Total,Portugal,Viajero,2024M06,228972,2024,6
Total,Portugal,Viajero,2024M05,163039,2024,5
Total,Portugal,Viajero,2024M04,177491,2024,4
Total,Portugal,Viajero,2024M03,122916,2024,3
Total,Portugal,Viajero,2024M02,109612,2024,2
Total,Portugal,Viajero,2024M01,87823,2024,1
Total,Portugal,Viajero,2023M12,137950,2023,12
Total,Portugal,Viajero,2023M11,98114,2023,11
Total,Portugal,Viajero,2023M10,146895,2023,10
Total,Portugal,Viajero,2023M09,227742,2023,9
Total,Portugal,Viajero,2023M08,357426,2023,8
Total,Portugal,Viajero,2023M07,238855,2023,7
Total,Portugal,Viajero,2023M06,198834,2023,6
Total,Portugal,Viajero,2023M05,137771,2023,5
Total,Portugal,Viajero,2023M04,194126,2023,4
Total,Portugal,Viajero,2023M03,99783,2023,3
Total,Portugal,Viajero,2023M02,109844,2023,2
Total,Portugal,Viajero,2023M01,82766,2023,1
Total,Portugal,Viajero,2022M12,111951,2022,12
Total,Portugal,Viajero,2022M11,85628,2022,11
Total,Portugal,Viajero,2022M10,134860,2022,10
Total,Portugal,Viajero,2022M09,205600,2022,9
Total,Portugal,Viajero,2022M08,316463,2022,8
Total,Portugal,Viajero,2022M07,208687,2022,7
Total,Portugal,Viajero,2022M06,199570,2022,6
Total,Portugal,Viajero,2022M05,120365,2022,5
Total,Portugal,Viajero,2022M04,157339,2022,4
Total,Portugal,Viajero,2022M03,79235,2022,3
Total,Portugal,Viajero,2022M02,80563,2022,2
Total,Portugal,Viajero,2022M01,44865,2022,1
Total,Portugal,Viajero,2021M12,53514,2021,12
Total,Portugal,Viajero,2021M11,74394,2021,11
Total,Portugal,Viajero,2021M10,120210,2021,10
Total,Portugal,Viajero,2021M09,143145,2021,9
Total,Portugal,Viajero,2021M08,176109,2021,8
Total,Portugal,Viajero,2021M07,103207,2021,7
Total,Portugal,Viajero,2021M06,86436,2021,6
Total,Portugal,Viajero,2021M05,37228,2021,5
Total,Portugal,Viajero,2021M04,16580,2021,4
Total,Portugal,Viajero,2021M03,14734,2021,3
Total,Portugal,Viajero,2021M02,9411,2021,2
Total,Portugal,Viajero,2021M01,14242,2021,1
Total,Portugal,Pernoctaciones,2025M12,254422,2025,12
Total,Portugal,Pernoctaciones,2025M11,225321,2025,11
Total,Portugal,Pernoctaciones,2025M10,346898,2025,10
Total,Portugal,Pernoctaciones,2025M09,838285,2025,9
Total,Portugal,Pernoctaciones,2025M08,1437614,2025,8
Total,Portugal,Pernoctaciones,2025M07,913323,2025,7
Total,Portugal,Pernoctaciones,2025M06,746877,2025,6
Total,Portugal,Pernoctaciones,2025M05,371202,2025,5
Total,Portugal,Pernoctaciones,2025M04,475334,2025,4
Total,Portugal,Pernoctaciones,2025M03,260011,2025,3
Total,Portugal,Pernoctaciones,2025M02,178762,2025,2
