Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M12;20.996
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M11;26.930
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M10;33.274
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M09;34.251
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M08;46.988
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M07;39.685
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M06;33.415
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M05;34.505
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M04;32.122
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M03;23.627
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M02;17.984
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2025M01;15.118
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M12;21.772
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M11;27.124
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M10;36.298
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M09;39.456
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M08;52.332
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M07;41.709
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M06;36.119
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M05;34.554
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M04;28.023
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M03;29.123
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M02;21.726
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2024M01;17.488
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M12;24.931
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M11;25.835
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M10;37.919
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M09;39.558
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M08;52.600
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M07;45.368
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M06;38.497
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M05;31.297
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M04;36.656
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M03;25.917
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M02;19.196
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;;2023M01;13.879
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M12;19.474
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M11;24.313
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M10;29.428
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M09;29.387
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M08;42.048
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M07;36.172
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M06;29.211
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M05;29.613
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M04;27.898
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M03;21.080
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M02;16.500
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2025M01;14.077
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M12;20.190
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M11;24.782
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M10;32.559
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M09;34.068
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M08;47.430
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M07;37.733
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M06;31.191
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M05;28.472
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M04;23.558
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M03;26.510
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M02;20.068
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2024M01;15.843
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M12;23.129
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M11;23.833
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M10;32.542
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M09;33.555
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M08;47.298
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M07;41.283
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M06;33.514
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M05;26.147
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M04;33.018
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M03;23.468
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M02;17.098
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en España;2023M01;12.319
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;1.522
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;2.617
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;3.846
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;4.864
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;4.939
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;3.513
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;4.204
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;4.892
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;4.224
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;2.547
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;1.484
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;1.041
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M12;1.582
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M11;2.342
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M10;3.739
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M09;5.388
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M08;4.901
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M07;3.976
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M06;4.928
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M05;6.082
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M04;4.465
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M03;2.613
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M02;1.658
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2024M01;1.645
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M12;1.802
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M11;2.002
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M10;5.377
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M09;6.003
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M08;5.302
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M07;4.085
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M06;4.982
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M05;5.149
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M04;3.638
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M03;2.449
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M02;2.098
Total Nacional;07 Castilla y León;49 Zamora;Pernoctaciones;Total;Residentes en el Extranjero;2023M01;1.561
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M12;173.407
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M11;186.114
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M10;246.456
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M09;242.663
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M08;230.418
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M07;207.407
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M06;228.260
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M05;240.745
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M04;227.672
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M03;167.514
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M02;151.109
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2025M01;123.899
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M12;158.345
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M11;183.414
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M10;240.591
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M09;217.829
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M08;218.211
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M07;202.259
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M06;212.962
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M05;234.897
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M04;206.068
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M03;182.088
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M02;142.708
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2024M01;121.535
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M12;162.581
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M11;168.399
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M10;220.587
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M09;220.146
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M08;213.872
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M07;195.984
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M06;205.844
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M05;198.851
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M04;216.441
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M03;171.094
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M02;140.257
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;;2023M01;124.348
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M12;147.649
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M11;157.364
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M10;203.055
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M09;201.664
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M08;192.609
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M07;169.560
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M06;191.522
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M05;198.548
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M04;190.220
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M03;138.546
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M02;128.202
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2025M01;101.250
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M12;136.084
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M11;151.602
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M10;197.168
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M09;178.097
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M08;180.602
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M07;167.686
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M06;177.940
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M05;190.509
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M04;171.862
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M03;150.411
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M02;119.970
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2024M01;100.490
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M12;141.603
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M11;141.531
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M10;180.251
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M09;180.413
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M08;175.140
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M07;159.787
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M06;172.667
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M05;157.917
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M04;184.850
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M03;145.705
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M02;120.457
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en España;2023M01;104.645
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M12;25.758
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M11;28.750
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M10;43.401
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M09;40.999
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M08;37.808
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M07;37.847
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M06;36.738
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M05;42.197
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M04;37.452
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M03;28.968
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M02;22.907
Total Nacional;08 Castilla - La Mancha;;Viajero;Total;Residentes en el Extranjero;2025M01;22.650
