Totales Territoriales;Provincias;Viajeros y pernoctaciones;Totales Territoriales.1;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M09;2,3
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M08;2,74
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M07;3,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M06;2,15
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M05;2,5
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M04;1,32
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M03;0,93
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M02;1,94
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;08 Castilla - La Mancha;2023M01;1,66
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M12;3,54
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M11;3,35
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M10;5,54
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M09;7,96
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M08;9,64
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M07;6,73
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M06;6,89
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M05;5,7
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M04;5,3
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M03;4,38
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M02;3,51
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2025M01;3,24
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M12;3,4
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M11;3,78
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M10;4,87
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M09;6,36
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M08;10,34
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M07;6,63
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M06;5,94
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M05;5,91
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M04;5,15
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M03;3,78
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M02;3,7
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2024M01;3,79
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M12;3,22
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M11;3,59
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M10;4,8
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M09;7,38
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M08;11,16
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M07;6,92
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M06;6,49
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M05;6,2
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M04;5,7
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M03;6,26
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M02;5,35
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;09 Cataluña;2023M01;2,81
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M12;1,92
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M11;2,28
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M10;3,72
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M09;5,02
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M08;6,47
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M07;5,04
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M06;5,25
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M05;3,36
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M04;3,93
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M03;2,28
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M02;1,92
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2025M01;1,8
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M12;1,96
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M11;1,64
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M10;2,85
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M09;3,44
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M08;6,29
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M07;4,33
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M06;3,19
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M05;3,51
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M04;3,7
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M03;2,38
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M02;1,79
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2024M01;1,28
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M12;1,74
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M11;2,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M10;3,15
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M09;5,43
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M08;6,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M07;7,59
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M06;4,5
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M05;2,94
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M04;3,08
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M03;1,72
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M02;1,64
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;10 Comunitat Valenciana;2023M01;0,98
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M12;0,96
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M11;0,79
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M10;1,23
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M09;1,51
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M08;1,56
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M07;2,5
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M06;1,49
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M05;1,07
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M04;0,68
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M03;1,11
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M02;1,28
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2025M01;1,25
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M12;0,29
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M11;0,48
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M10;0,92
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M09;1,25
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M08;0,97
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M07;1,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M06;1,17
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M05;1,01
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M04;0,92
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M03;0,69
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M02;1,25
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2024M01;1,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M12;0,68
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M11;0,42
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M10;0,76
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M09;1,39
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M08;1,27
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M07;1,25
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M06;1,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M05;1,17
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M04;0,92
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M03;1,05
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M02;0,56
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;11 Extremadura;2023M01;0,37
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M12;49,81
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M11;50,89
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M10;40,63
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M09;32,63
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M08;19,97
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M07;23,01
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M06;31,2
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M05;36,47
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M04;38,59
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M03;50,33
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M02;52,6
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2025M01;54,27
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M12;47,63
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M11;48,65
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M10;38,88
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M09;28,7
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M08;18,22
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M07;23,04
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M06;31,84
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M05;34,64
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M04;37,3
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M03;39,4
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M02;51,52
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2024M01;51,3
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M12;45
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M11;50,86
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M10;38,67
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M09;29,45
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M08;17,14
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M07;23,01
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M06;33,04
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M05;33,1
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M04;38,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M03;42,38
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M02;50,69
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;12 Galicia;2023M01;54,15
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M12;10,9
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M11;12,08
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M10;12,54
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M09;13,98
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M08;24,14
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M07;22,34
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M06;17,15
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M05;16,21
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M04;13,97
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M03;11,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M02;9,13
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2025M01;9,2
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M12;10,81
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M11;12,85
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M10;17,67
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M09;20,26
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M08;27,12
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M07;23,72
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M06;18,83
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M05;19,26
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M04;16,86
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M03;17,36
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M02;8,95
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2024M01;10,82
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M12;16,94
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M11;14,35
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M10;18,9
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M09;17,96
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M08;27,89
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M07;20,89
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M06;16,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M05;17,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M04;18,72
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M03;12,28
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M02;11,3
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;13 Madrid, Comunidad de;2023M01;14,13
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M12;0,32
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M11;0,25
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M10;0,72
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M09;1,56
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M08;2,17
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M07;1,64
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M06;0,73
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M05;0,98
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M04;0,56
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M03;0,31
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M02;0,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2025M01;0,81
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M12;4,64
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M11;0,32
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M10;0,76
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M09;1,26
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M08;1,95
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M07;1,36
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M06;0,81
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M05;1,37
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M04;0,97
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M03;1,12
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M02;0,65
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2024M01;0,78
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M12;0,37
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M11;0,74
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M10;0,48
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M09;1,03
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M08;2,27
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M07;1,37
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M06;0,81
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M05;1,08
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M04;0,42
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M03;0,55
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M02;0,19
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;14 Murcia, Región de;2023M01;0,47
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M12;0,62
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M11;0,95
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M10;1,12
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M09;1,07
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M08;0,73
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M07;1,12
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M06;1,02
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M05;0,89
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M04;0,61
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M03;0,36
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M02;0,43
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2025M01;0,26
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M12;0,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M11;0,69
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M10;0,41
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M09;0,76
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M08;0,83
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M07;1,12
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M06;1,26
Total Nacional;27 Lugo;Pernoctaciones;Total Nacional;15 Navarra, Comunidad Foral de;2024M05;0,6
