Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en España;Pernoctaciones;2022M01;51.910
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2026M03;16.140
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2026M02;10.440
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2026M01;10.182
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M12;11.990
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M11;14.450
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M10;27.163
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M09;45.155
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M08;45.982
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M07;37.415
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M06;32.951
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M05;45.290
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M04;31.330
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M03;14.847
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M02;11.736
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2025M01;8.983
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M12;12.429
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M11;13.685
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M10;25.345
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M09;42.718
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M08;44.852
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M07;38.688
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M06;29.943
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M05;40.802
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M04;30.834
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M03;16.782
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M02;10.016
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2024M01;9.477
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M12;11.709
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M11;12.072
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M10;24.098
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M09;40.508
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M08;40.198
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M07;37.860
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M06;31.633
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M05;40.688
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M04;28.965
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M03;14.685
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M02;9.585
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2023M01;9.223
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M12;10.187
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M11;12.227
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M10;23.198
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M09;37.234
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M08;45.586
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M07;34.930
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M06;29.313
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M05;32.934
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M04;23.867
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M03;11.633
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M02;8.379
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Viajero;2022M01;6.802
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2026M03;36.200
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2026M02;25.851
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2026M01;24.838
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M12;25.807
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M11;37.945
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M10;48.702
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M09;71.155
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M08;70.113
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M07;66.056
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M06;54.584
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M05;74.465
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M04;48.401
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M03;30.716
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M02;25.935
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;20.321
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;22.353
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;28.445
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;42.683
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;63.819
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;81.926
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;66.184
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;47.438
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;63.735
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;46.164
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;29.652
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;19.479
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;17.883
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;20.148
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;23.538
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;37.645
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;61.303
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;64.224
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;62.569
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;50.921
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;62.292
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;45.761
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;25.723
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;18.806
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;17.642
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M12;16.884
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M11;21.908
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M10;37.486
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M09;55.189
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M08;67.828
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M07;59.214
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M06;43.280
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M05;51.700
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M04;35.774
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M03;21.945
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M02;15.132
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Total;Residentes en el Extranjero;Pernoctaciones;2022M01;14.157
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2026M03;176.701
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2026M02;146.277
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2026M01;136.351
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M12;171.569
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M11;176.402
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M10;185.777
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M09;171.375
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M08;190.430
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M07;173.365
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M06;177.370
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M05;174.804
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M04;171.954
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M03;172.105
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M02;153.285
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2025M01;134.293
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M12;167.563
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M11;181.435
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M10;176.085
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M09;171.834
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M08;194.465
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M07;170.315
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M06;156.972
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M05;164.138
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M04;163.598
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M03;185.779
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M02;146.486
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2024M01;132.675
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M12;167.277
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M11;162.759
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M10;176.894
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M09;163.390
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M08;193.998
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M07;180.751
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M06;150.928
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M05;152.663
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M04;178.707
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M03;164.774
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M02;138.537
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2023M01;129.514
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M12;153.573
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M11;154.799
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M10;173.301
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M09;166.753
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M08;203.028
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M07;187.786
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M06;160.230
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M05;159.025
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M04;171.138
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M03;143.974
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M02;127.170
Total Nacional;16 País Vasco;;Total;Residentes en España;Viajero;2022M01;92.166
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2026M03;326.877
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2026M02;262.580
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2026M01;250.901
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M12;311.557
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M11;329.029
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M10;357.799
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M09;346.797
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M08;432.803
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M07;369.935
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M06;344.327
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M05;340.458
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M04;330.873
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M03;327.468
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M02;275.294
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2025M01;247.927
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2024M12;310.418
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2024M11;338.522
Total Nacional;16 País Vasco;;Total;Residentes en España;Pernoctaciones;2024M10;339.058
