Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Total Nacional;13 Madrid, Comunidad de;;2025M07;1,98
Total Nacional;13 Madrid, Comunidad de;;2025M06;2,01
Total Nacional;13 Madrid, Comunidad de;;2025M05;2,11
Total Nacional;13 Madrid, Comunidad de;;2025M04;2,17
Total Nacional;13 Madrid, Comunidad de;;2025M03;2,08
Total Nacional;13 Madrid, Comunidad de;;2025M02;2,03
Total Nacional;13 Madrid, Comunidad de;;2025M01;2,07
Total Nacional;13 Madrid, Comunidad de;;2024M12;2,05
Total Nacional;13 Madrid, Comunidad de;;2024M11;2,02
Total Nacional;13 Madrid, Comunidad de;;2024M10;2,05
Total Nacional;13 Madrid, Comunidad de;;2024M09;1,99
Total Nacional;13 Madrid, Comunidad de;;2024M08;1,99
Total Nacional;13 Madrid, Comunidad de;;2024M07;1,97
Total Nacional;13 Madrid, Comunidad de;;2024M06;1,97
Total Nacional;13 Madrid, Comunidad de;;2024M05;2,02
Total Nacional;13 Madrid, Comunidad de;;2024M04;2,04
Total Nacional;13 Madrid, Comunidad de;;2024M03;2,07
Total Nacional;13 Madrid, Comunidad de;;2024M02;1,97
Total Nacional;13 Madrid, Comunidad de;;2024M01;2,03
Total Nacional;13 Madrid, Comunidad de;;2023M12;2,02
Total Nacional;13 Madrid, Comunidad de;;2023M11;2,00
Total Nacional;13 Madrid, Comunidad de;;2023M10;2,07
Total Nacional;13 Madrid, Comunidad de;;2023M09;2,00
Total Nacional;13 Madrid, Comunidad de;;2023M08;1,98
Total Nacional;13 Madrid, Comunidad de;;2023M07;1,97
Total Nacional;13 Madrid, Comunidad de;;2023M06;1,93
Total Nacional;13 Madrid, Comunidad de;;2023M05;1,99
Total Nacional;13 Madrid, Comunidad de;;2023M04;2,09
Total Nacional;13 Madrid, Comunidad de;;2023M03;1,94
Total Nacional;13 Madrid, Comunidad de;;2023M02;1,94
Total Nacional;13 Madrid, Comunidad de;;2023M01;1,96
Total Nacional;13 Madrid, Comunidad de;;2022M12;1,97
Total Nacional;13 Madrid, Comunidad de;;2022M11;1,92
Total Nacional;13 Madrid, Comunidad de;;2022M10;2,03
Total Nacional;13 Madrid, Comunidad de;;2022M09;1,97
Total Nacional;13 Madrid, Comunidad de;;2022M08;1,99
Total Nacional;13 Madrid, Comunidad de;;2022M07;2,00
Total Nacional;13 Madrid, Comunidad de;;2022M06;2,00
Total Nacional;13 Madrid, Comunidad de;;2022M05;2,03
Total Nacional;13 Madrid, Comunidad de;;2022M04;2,11
Total Nacional;13 Madrid, Comunidad de;;2022M03;2,03
Total Nacional;13 Madrid, Comunidad de;;2022M02;1,99
Total Nacional;13 Madrid, Comunidad de;;2022M01;2,10
Total Nacional;14 Murcia, Región de;;2026M03;2,17
Total Nacional;14 Murcia, Región de;;2026M02;1,88
Total Nacional;14 Murcia, Región de;;2026M01;1,79
Total Nacional;14 Murcia, Región de;;2025M12;1,78
Total Nacional;14 Murcia, Región de;;2025M11;2,13
Total Nacional;14 Murcia, Región de;;2025M10;2,21
Total Nacional;14 Murcia, Región de;;2025M09;2,49
Total Nacional;14 Murcia, Región de;;2025M08;2,56
Total Nacional;14 Murcia, Región de;;2025M07;2,43
Total Nacional;14 Murcia, Región de;;2025M06;2,37
Total Nacional;14 Murcia, Región de;;2025M05;2,46
Total Nacional;14 Murcia, Región de;;2025M04;2,46
Total Nacional;14 Murcia, Región de;;2025M03;2,41
Total Nacional;14 Murcia, Región de;;2025M02;1,99
Total Nacional;14 Murcia, Región de;;2025M01;1,88
Total Nacional;14 Murcia, Región de;;2024M12;1,82
Total Nacional;14 Murcia, Región de;;2024M11;2,03
Total Nacional;14 Murcia, Región de;;2024M10;2,21
Total Nacional;14 Murcia, Región de;;2024M09;2,55
Total Nacional;14 Murcia, Región de;;2024M08;2,63
Total Nacional;14 Murcia, Región de;;2024M07;2,39
Total Nacional;14 Murcia, Región de;;2024M06;2,37
Total Nacional;14 Murcia, Región de;;2024M05;2,43
Total Nacional;14 Murcia, Región de;;2024M04;2,32
Total Nacional;14 Murcia, Región de;;2024M03;2,34
Total Nacional;14 Murcia, Región de;;2024M02;2,13
Total Nacional;14 Murcia, Región de;;2024M01;1,86
Total Nacional;14 Murcia, Región de;;2023M12;1,83
Total Nacional;14 Murcia, Región de;;2023M11;2,01
Total Nacional;14 Murcia, Región de;;2023M10;2,19
Total Nacional;14 Murcia, Región de;;2023M09;2,33
Total Nacional;14 Murcia, Región de;;2023M08;2,62
Total Nacional;14 Murcia, Región de;;2023M07;2,39
Total Nacional;14 Murcia, Región de;;2023M06;2,36
Total Nacional;14 Murcia, Región de;;2023M05;2,48
Total Nacional;14 Murcia, Región de;;2023M04;2,38
Total Nacional;14 Murcia, Región de;;2023M03;2,34
Total Nacional;14 Murcia, Región de;;2023M02;1,99
Total Nacional;14 Murcia, Región de;;2023M01;1,80
Total Nacional;14 Murcia, Región de;;2022M12;1,85
Total Nacional;14 Murcia, Región de;;2022M11;2,02
Total Nacional;14 Murcia, Región de;;2022M10;2,18
Total Nacional;14 Murcia, Región de;;2022M09;2,33
Total Nacional;14 Murcia, Región de;;2022M08;2,53
Total Nacional;14 Murcia, Región de;;2022M07;2,38
Total Nacional;14 Murcia, Región de;;2022M06;2,36
Total Nacional;14 Murcia, Región de;;2022M05;2,39
Total Nacional;14 Murcia, Región de;;2022M04;2,37
Total Nacional;14 Murcia, Región de;;2022M03;2,23
Total Nacional;14 Murcia, Región de;;2022M02;1,94
Total Nacional;14 Murcia, Región de;;2022M01;1,79
Total Nacional;15 Navarra, Comunidad Foral de;;2026M03;1,87
Total Nacional;15 Navarra, Comunidad Foral de;;2026M02;1,93
Total Nacional;15 Navarra, Comunidad Foral de;;2026M01;1,88
Total Nacional;15 Navarra, Comunidad Foral de;;2025M12;1,85
Total Nacional;15 Navarra, Comunidad Foral de;;2025M11;2,22
Total Nacional;15 Navarra, Comunidad Foral de;;2025M10;1,98
Total Nacional;15 Navarra, Comunidad Foral de;;2025M09;1,82
Total Nacional;15 Navarra, Comunidad Foral de;;2025M08;1,97
Total Nacional;15 Navarra, Comunidad Foral de;;2025M07;2,04
Total Nacional;15 Navarra, Comunidad Foral de;;2025M06;1,90
Total Nacional;15 Navarra, Comunidad Foral de;;2025M05;1,88
Total Nacional;15 Navarra, Comunidad Foral de;;2025M04;1,91
Total Nacional;15 Navarra, Comunidad Foral de;;2025M03;1,99
Total Nacional;15 Navarra, Comunidad Foral de;;2025M02;1,81
Total Nacional;15 Navarra, Comunidad Foral de;;2025M01;1,78
Total Nacional;15 Navarra, Comunidad Foral de;;2024M12;1,79
Total Nacional;15 Navarra, Comunidad Foral de;;2024M11;2,05
Total Nacional;15 Navarra, Comunidad Foral de;;2024M10;1,90
Total Nacional;15 Navarra, Comunidad Foral de;;2024M09;1,79
Total Nacional;15 Navarra, Comunidad Foral de;;2024M08;2,08
Total Nacional;15 Navarra, Comunidad Foral de;;2024M07;1,96
Total Nacional;15 Navarra, Comunidad Foral de;;2024M06;1,82
Total Nacional;15 Navarra, Comunidad Foral de;;2024M05;1,78
Total Nacional;15 Navarra, Comunidad Foral de;;2024M04;1,79
Total Nacional;15 Navarra, Comunidad Foral de;;2024M03;1,88
Total Nacional;15 Navarra, Comunidad Foral de;;2024M02;1,72
Total Nacional;15 Navarra, Comunidad Foral de;;2024M01;1,70
Total Nacional;15 Navarra, Comunidad Foral de;;2023M12;1,66
Total Nacional;15 Navarra, Comunidad Foral de;;2023M11;2,00
Total Nacional;15 Navarra, Comunidad Foral de;;2023M10;1,94
Total Nacional;15 Navarra, Comunidad Foral de;;2023M09;1,79
Total Nacional;15 Navarra, Comunidad Foral de;;2023M08;1,91
Total Nacional;15 Navarra, Comunidad Foral de;;2023M07;1,88
Total Nacional;15 Navarra, Comunidad Foral de;;2023M06;1,81
Total Nacional;15 Navarra, Comunidad Foral de;;2023M05;1,74
Total Nacional;15 Navarra, Comunidad Foral de;;2023M04;1,83
Total Nacional;15 Navarra, Comunidad Foral de;;2023M03;1,84
Total Nacional;15 Navarra, Comunidad Foral de;;2023M02;1,76
Total Nacional;15 Navarra, Comunidad Foral de;;2023M01;1,72
Total Nacional;15 Navarra, Comunidad Foral de;;2022M12;1,70
Total Nacional;15 Navarra, Comunidad Foral de;;2022M11;1,91
Total Nacional;15 Navarra, Comunidad Foral de;;2022M10;1,91
Total Nacional;15 Navarra, Comunidad Foral de;;2022M09;1,77
Total Nacional;15 Navarra, Comunidad Foral de;;2022M08;1,88
Total Nacional;15 Navarra, Comunidad Foral de;;2022M07;1,84
Total Nacional;15 Navarra, Comunidad Foral de;;2022M06;1,77
Total Nacional;15 Navarra, Comunidad Foral de;;2022M05;1,79
Total Nacional;15 Navarra, Comunidad Foral de;;2022M04;1,78
Total Nacional;15 Navarra, Comunidad Foral de;;2022M03;1,90
Total Nacional;15 Navarra, Comunidad Foral de;;2022M02;1,73
Total Nacional;15 Navarra, Comunidad Foral de;;2022M01;1,81
Total Nacional;16 País Vasco;;2026M03;1,93
Total Nacional;16 País Vasco;;2026M02;1,89
Total Nacional;16 País Vasco;;2026M01;1,92
Total Nacional;16 País Vasco;;2025M12;1,85
Total Nacional;16 País Vasco;;2025M11;1,94
Total Nacional;16 País Vasco;;2025M10;1,98
Total Nacional;16 País Vasco;;2025M09;2,07
Total Nacional;16 País Vasco;;2025M08;2,18
Total Nacional;16 País Vasco;;2025M07;2,11
Total Nacional;16 País Vasco;;2025M06;2,03
Total Nacional;16 País Vasco;;2025M05;1,97
Total Nacional;16 País Vasco;;2025M04;1,94
Total Nacional;16 País Vasco;;2025M03;1,94
Total Nacional;16 País Vasco;;2025M02;1,84
Total Nacional;16 País Vasco;;2025M01;1,88
Total Nacional;16 País Vasco;;2024M12;1,88
Total Nacional;16 País Vasco;;2024M11;1,91
Total Nacional;16 País Vasco;;2024M10;1,96
Total Nacional;16 País Vasco;;2024M09;1,99
Total Nacional;16 País Vasco;;2024M08;2,11
Total Nacional;16 País Vasco;;2024M07;2,10
Total Nacional;16 País Vasco;;2024M06;1,98
Total Nacional;16 País Vasco;;2024M05;1,91
Total Nacional;16 País Vasco;;2024M04;1,86
Total Nacional;16 País Vasco;;2024M03;1,90
Total Nacional;16 País Vasco;;2024M02;1,83
Total Nacional;16 País Vasco;;2024M01;1,83
Total Nacional;16 País Vasco;;2023M12;1,84
Total Nacional;16 País Vasco;;2023M11;1,88
Total Nacional;16 País Vasco;;2023M10;1,97
Total Nacional;16 País Vasco;;2023M09;2,01
Total Nacional;16 País Vasco;;2023M08;2,17
Total Nacional;16 País Vasco;;2023M07;2,07
Total Nacional;16 País Vasco;;2023M06;1,97
Total Nacional;16 País Vasco;;2023M05;1,93
Total Nacional;16 País Vasco;;2023M04;1,91
Total Nacional;16 País Vasco;;2023M03;1,83
Total Nacional;16 País Vasco;;2023M02;1,85
Total Nacional;16 País Vasco;;2023M01;1,81
Total Nacional;16 País Vasco;;2022M12;1,87
Total Nacional;16 País Vasco;;2022M11;1,88
Total Nacional;16 País Vasco;;2022M10;1,96
Total Nacional;16 País Vasco;;2022M09;1,97
Total Nacional;16 País Vasco;;2022M08;2,13
Total Nacional;16 País Vasco;;2022M07;2,04
Total Nacional;16 País Vasco;;2022M06;1,98
Total Nacional;16 País Vasco;;2022M05;1,88
Total Nacional;16 País Vasco;;2022M04;1,88
Total Nacional;16 País Vasco;;2022M03;1,87
Total Nacional;16 País Vasco;;2022M02;1,76
Total Nacional;16 País Vasco;;2022M01;1,73
Total Nacional;16 País Vasco;01 Araba/Álava;2026M03;2,32
Total Nacional;16 País Vasco;01 Araba/Álava;2026M02;2,25
Total Nacional;16 País Vasco;01 Araba/Álava;2026M01;2,26
Total Nacional;16 País Vasco;01 Araba/Álava;2025M12;2,09
Total Nacional;16 País Vasco;01 Araba/Álava;2025M11;2,23
Total Nacional;16 País Vasco;01 Araba/Álava;2025M10;2,16
Total Nacional;16 País Vasco;01 Araba/Álava;2025M09;2,20
Total Nacional;16 País Vasco;01 Araba/Álava;2025M08;2,10
Total Nacional;16 País Vasco;01 Araba/Álava;2025M07;2,19
Total Nacional;16 País Vasco;01 Araba/Álava;2025M06;2,13
Total Nacional;16 País Vasco;01 Araba/Álava;2025M05;2,09
Total Nacional;16 País Vasco;01 Araba/Álava;2025M04;2,10
Total Nacional;16 País Vasco;01 Araba/Álava;2025M03;2,18
Total Nacional;16 País Vasco;01 Araba/Álava;2025M02;2,11
Total Nacional;16 País Vasco;01 Araba/Álava;2025M01;2,25
Total Nacional;16 País Vasco;01 Araba/Álava;2024M12;2,15
Total Nacional;16 País Vasco;01 Araba/Álava;2024M11;2,20
Total Nacional;16 País Vasco;01 Araba/Álava;2024M10;2,08
Total Nacional;16 País Vasco;01 Araba/Álava;2024M09;2,02
Total Nacional;16 País Vasco;01 Araba/Álava;2024M08;1,99
Total Nacional;16 País Vasco;01 Araba/Álava;2024M07;2,01
Total Nacional;16 País Vasco;01 Araba/Álava;2024M06;2,02
Total Nacional;16 País Vasco;01 Araba/Álava;2024M05;1,93
Total Nacional;16 País Vasco;01 Araba/Álava;2024M04;2,01
Total Nacional;16 País Vasco;01 Araba/Álava;2024M03;2,08
Total Nacional;16 País Vasco;01 Araba/Álava;2024M02;2,20
Total Nacional;16 País Vasco;01 Araba/Álava;2024M01;2,21
Total Nacional;16 País Vasco;01 Araba/Álava;2023M12;2,07
Total Nacional;16 País Vasco;01 Araba/Álava;2023M11;2,12
Total Nacional;16 País Vasco;01 Araba/Álava;2023M10;2,11
Total Nacional;16 País Vasco;01 Araba/Álava;2023M09;2,07
Total Nacional;16 País Vasco;01 Araba/Álava;2023M08;2,04
Total Nacional;16 País Vasco;01 Araba/Álava;2023M07;1,96
Total Nacional;16 País Vasco;01 Araba/Álava;2023M06;1,94
Total Nacional;16 País Vasco;01 Araba/Álava;2023M05;1,89
Total Nacional;16 País Vasco;01 Araba/Álava;2023M04;1,95
Total Nacional;16 País Vasco;01 Araba/Álava;2023M03;1,98
Total Nacional;16 País Vasco;01 Araba/Álava;2023M02;2,15
Total Nacional;16 País Vasco;01 Araba/Álava;2023M01;1,96
Total Nacional;16 País Vasco;01 Araba/Álava;2022M12;1,95
Total Nacional;16 País Vasco;01 Araba/Álava;2022M11;1,99
Total Nacional;16 País Vasco;01 Araba/Álava;2022M10;1,99
Total Nacional;16 País Vasco;01 Araba/Álava;2022M09;1,89
Total Nacional;16 País Vasco;01 Araba/Álava;2022M08;1,93
Total Nacional;16 País Vasco;01 Araba/Álava;2022M07;1,85
Total Nacional;16 País Vasco;01 Araba/Álava;2022M06;1,93
Total Nacional;16 País Vasco;01 Araba/Álava;2022M05;1,92
Total Nacional;16 País Vasco;01 Araba/Álava;2022M04;1,87
Total Nacional;16 País Vasco;01 Araba/Álava;2022M03;2,00
Total Nacional;16 País Vasco;01 Araba/Álava;2022M02;1,98
Total Nacional;16 País Vasco;01 Araba/Álava;2022M01;1,98
Total Nacional;16 País Vasco;48 Bizkaia;2026M03;1,90
Total Nacional;16 País Vasco;48 Bizkaia;2026M02;1,91
Total Nacional;16 País Vasco;48 Bizkaia;2026M01;1,93
Total Nacional;16 País Vasco;48 Bizkaia;2025M12;1,83
Total Nacional;16 País Vasco;48 Bizkaia;2025M11;1,88
Total Nacional;16 País Vasco;48 Bizkaia;2025M10;1,90
Total Nacional;16 País Vasco;48 Bizkaia;2025M09;1,95
Total Nacional;16 País Vasco;48 Bizkaia;2025M08;2,14
Total Nacional;16 País Vasco;48 Bizkaia;2025M07;2,01
Total Nacional;16 País Vasco;48 Bizkaia;2025M06;1,96
Total Nacional;16 País Vasco;48 Bizkaia;2025M05;1,91
Total Nacional;16 País Vasco;48 Bizkaia;2025M04;1,89
Total Nacional;16 País Vasco;48 Bizkaia;2025M03;1,87
Total Nacional;16 País Vasco;48 Bizkaia;2025M02;1,86
Total Nacional;16 País Vasco;48 Bizkaia;2025M01;1,86
Total Nacional;16 País Vasco;48 Bizkaia;2024M12;1,83
Total Nacional;16 País Vasco;48 Bizkaia;2024M11;1,85
Total Nacional;16 País Vasco;48 Bizkaia;2024M10;1,92
Total Nacional;16 País Vasco;48 Bizkaia;2024M09;1,94
Total Nacional;16 País Vasco;48 Bizkaia;2024M08;2,10
Total Nacional;16 País Vasco;48 Bizkaia;2024M07;1,99
Total Nacional;16 País Vasco;48 Bizkaia;2024M06;1,93
Total Nacional;16 País Vasco;48 Bizkaia;2024M05;1,90
Total Nacional;16 País Vasco;48 Bizkaia;2024M04;1,84
Total Nacional;16 País Vasco;48 Bizkaia;2024M03;1,90
Total Nacional;16 País Vasco;48 Bizkaia;2024M02;1,82
Total Nacional;16 País Vasco;48 Bizkaia;2024M01;1,76
Total Nacional;16 País Vasco;48 Bizkaia;2023M12;1,81
Total Nacional;16 País Vasco;48 Bizkaia;2023M11;1,82
Total Nacional;16 País Vasco;48 Bizkaia;2023M10;1,92
Total Nacional;16 País Vasco;48 Bizkaia;2023M09;1,97
Total Nacional;16 País Vasco;48 Bizkaia;2023M08;2,15
Total Nacional;16 País Vasco;48 Bizkaia;2023M07;1,93
Total Nacional;16 País Vasco;48 Bizkaia;2023M06;1,92
Total Nacional;16 País Vasco;48 Bizkaia;2023M05;1,90
Total Nacional;16 País Vasco;48 Bizkaia;2023M04;1,92
Total Nacional;16 País Vasco;48 Bizkaia;2023M03;1,80
Total Nacional;16 País Vasco;48 Bizkaia;2023M02;1,84
Total Nacional;16 País Vasco;48 Bizkaia;2023M01;1,81
Total Nacional;16 País Vasco;48 Bizkaia;2022M12;1,87
Total Nacional;16 País Vasco;48 Bizkaia;2022M11;1,86
Total Nacional;16 País Vasco;48 Bizkaia;2022M10;1,93
Total Nacional;16 País Vasco;48 Bizkaia;2022M09;1,91
Total Nacional;16 País Vasco;48 Bizkaia;2022M08;2,06
Total Nacional;16 País Vasco;48 Bizkaia;2022M07;1,84
Total Nacional;16 País Vasco;48 Bizkaia;2022M06;1,88
Total Nacional;16 País Vasco;48 Bizkaia;2022M05;1,82
Total Nacional;16 País Vasco;48 Bizkaia;2022M04;1,82
Total Nacional;16 País Vasco;48 Bizkaia;2022M03;1,82
Total Nacional;16 País Vasco;48 Bizkaia;2022M02;1,72
Total Nacional;16 País Vasco;48 Bizkaia;2022M01;1,73
Total Nacional;16 País Vasco;20 Gipuzkoa;2026M03;1,85
Total Nacional;16 País Vasco;20 Gipuzkoa;2026M02;1,75
Total Nacional;16 País Vasco;20 Gipuzkoa;2026M01;1,80
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M12;1,79
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M11;1,92
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M10;2,02
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M09;2,16
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M08;2,26
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M07;2,20
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M06;2,06
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M05;2,01
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M04;1,95
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M03;1,94
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M02;1,74
Total Nacional;16 País Vasco;20 Gipuzkoa;2025M01;1,78
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M12;1,84
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M11;1,88
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M10;1,97
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M09;2,04
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M08;2,17
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M07;2,26
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M06;2,03
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M05;1,92
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M04;1,83
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M03;1,83
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M02;1,73
Total Nacional;16 País Vasco;20 Gipuzkoa;2024M01;1,79
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M12;1,79
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M11;1,88
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M10;1,99
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M09;2,02
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M08;2,24
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M07;2,28
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M06;2,02
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M05;1,98
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M04;1,90
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M03;1,81
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M02;1,77
Total Nacional;16 País Vasco;20 Gipuzkoa;2023M01;1,75
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M12;1,84
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M11;1,89
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M10;2,00
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M09;2,06
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M08;2,30
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M07;2,35
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M06;2,12
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M05;1,95
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M04;1,95
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M03;1,87
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M02;1,75
Total Nacional;16 País Vasco;20 Gipuzkoa;2022M01;1,66
Total Nacional;17 Rioja, La;;2026M03;1,79
Total Nacional;17 Rioja, La;;2026M02;1,76
Total Nacional;17 Rioja, La;;2026M01;1,70
Total Nacional;17 Rioja, La;;2025M12;1,64
Total Nacional;17 Rioja, La;;2025M11;1,77
Total Nacional;17 Rioja, La;;2025M10;1,81
Total Nacional;17 Rioja, La;;2025M09;1,74
Total Nacional;17 Rioja, La;;2025M08;1,61
Total Nacional;17 Rioja, La;;2025M07;1,66
Total Nacional;17 Rioja, La;;2025M06;1,79
Total Nacional;17 Rioja, La;;2025M05;1,70
Total Nacional;17 Rioja, La;;2025M04;1,74
Total Nacional;17 Rioja, La;;2025M03;1,72
Total Nacional;17 Rioja, La;;2025M02;1,70
Total Nacional;17 Rioja, La;;2025M01;1,67
Total Nacional;17 Rioja, La;;2024M12;1,78
Total Nacional;17 Rioja, La;;2024M11;1,82
Total Nacional;17 Rioja, La;;2024M10;1,77
Total Nacional;17 Rioja, La;;2024M09;1,70
Total Nacional;17 Rioja, La;;2024M08;1,66
Total Nacional;17 Rioja, La;;2024M07;1,68
Total Nacional;17 Rioja, La;;2024M06;1,74
Total Nacional;17 Rioja, La;;2024M05;1,64
Total Nacional;17 Rioja, La;;2024M04;1,73
Total Nacional;17 Rioja, La;;2024M03;1,74
Total Nacional;17 Rioja, La;;2024M02;1,73
Total Nacional;17 Rioja, La;;2024M01;1,67
Total Nacional;17 Rioja, La;;2023M12;1,94
Total Nacional;17 Rioja, La;;2023M11;1,77
Total Nacional;17 Rioja, La;;2023M10;1,80
Total Nacional;17 Rioja, La;;2023M09;1,73
Total Nacional;17 Rioja, La;;2023M08;1,69
Total Nacional;17 Rioja, La;;2023M07;1,76
Total Nacional;17 Rioja, La;;2023M06;1,77
Total Nacional;17 Rioja, La;;2023M05;1,77
Total Nacional;17 Rioja, La;;2023M04;1,75
Total Nacional;17 Rioja, La;;2023M03;1,80
Total Nacional;17 Rioja, La;;2023M02;1,76
Total Nacional;17 Rioja, La;;2023M01;1,66
Total Nacional;17 Rioja, La;;2022M12;1,83
Total Nacional;17 Rioja, La;;2022M11;1,74
Total Nacional;17 Rioja, La;;2022M10;1,81
Total Nacional;17 Rioja, La;;2022M09;1,74
Total Nacional;17 Rioja, La;;2022M08;1,79
Total Nacional;17 Rioja, La;;2022M07;1,72
Total Nacional;17 Rioja, La;;2022M06;1,71
Total Nacional;17 Rioja, La;;2022M05;1,65
Total Nacional;17 Rioja, La;;2022M04;1,74
Total Nacional;17 Rioja, La;;2022M03;1,72
Total Nacional;17 Rioja, La;;2022M02;1,65
Total Nacional;17 Rioja, La;;2022M01;1,65
Total Nacional;18 Ceuta;;2026M03;1,98
Total Nacional;18 Ceuta;;2026M02;2,16
Total Nacional;18 Ceuta;;2026M01;1,96
Total Nacional;18 Ceuta;;2025M12;1,92
Total Nacional;18 Ceuta;;2025M11;1,83
Total Nacional;18 Ceuta;;2025M10;1,72
Total Nacional;18 Ceuta;;2025M09;1,97
Total Nacional;18 Ceuta;;2025M08;2,35
Total Nacional;18 Ceuta;;2025M07;2,14
Total Nacional;18 Ceuta;;2025M06;1,92
Total Nacional;18 Ceuta;;2025M05;1,81
Total Nacional;18 Ceuta;;2025M04;1,73
Total Nacional;18 Ceuta;;2025M03;1,96
Total Nacional;18 Ceuta;;2025M02;1,72
Total Nacional;18 Ceuta;;2025M01;1,70
Total Nacional;18 Ceuta;;2024M12;1,84
Total Nacional;18 Ceuta;;2024M11;1,78
Total Nacional;18 Ceuta;;2024M10;2,42
Total Nacional;18 Ceuta;;2024M09;2,12
Total Nacional;18 Ceuta;;2024M08;2,25
Total Nacional;18 Ceuta;;2024M07;2,07
Total Nacional;18 Ceuta;;2024M06;1,83
Total Nacional;18 Ceuta;;2024M05;1,94
Total Nacional;18 Ceuta;;2024M04;1,62
Total Nacional;18 Ceuta;;2024M03;2,08
Total Nacional;18 Ceuta;;2024M02;2,26
Total Nacional;18 Ceuta;;2024M01;2,30
Total Nacional;18 Ceuta;;2023M12;2,20
Total Nacional;18 Ceuta;;2023M11;2,23
Total Nacional;18 Ceuta;;2023M10;2,28
Total Nacional;18 Ceuta;;2023M09;2,22
Total Nacional;18 Ceuta;;2023M08;2,34
Total Nacional;18 Ceuta;;2023M07;2,24
Total Nacional;18 Ceuta;;2023M06;2,04
Total Nacional;18 Ceuta;;2023M05;1,85
Total Nacional;18 Ceuta;;2023M04;1,95
Total Nacional;18 Ceuta;;2023M03;2,01
Total Nacional;18 Ceuta;;2023M02;1,90
Total Nacional;18 Ceuta;;2023M01;2,14
Total Nacional;18 Ceuta;;2022M12;1,97
Total Nacional;18 Ceuta;;2022M11;1,99
Total Nacional;18 Ceuta;;2022M10;2,15
Total Nacional;18 Ceuta;;2022M09;2,27
Total Nacional;18 Ceuta;;2022M08;2,22
Total Nacional;18 Ceuta;;2022M07;2,22
Total Nacional;18 Ceuta;;2022M06;2,30
Total Nacional;18 Ceuta;;2022M05;2,44
Total Nacional;18 Ceuta;;2022M04;2,29
Total Nacional;18 Ceuta;;2022M03;2,47
Total Nacional;18 Ceuta;;2022M02;2,17
Total Nacional;18 Ceuta;;2022M01;2,44
Total Nacional;19 Melilla;;2026M03;1,63
Total Nacional;19 Melilla;;2026M02;2,13
Total Nacional;19 Melilla;;2026M01;2,00
Total Nacional;19 Melilla;;2025M12;2,07
Total Nacional;19 Melilla;;2025M11;2,05
Total Nacional;19 Melilla;;2025M10;1,98
Total Nacional;19 Melilla;;2025M09;2,15
Total Nacional;19 Melilla;;2025M08;2,12
Total Nacional;19 Melilla;;2025M07;2,22
Total Nacional;19 Melilla;;2025M06;2,36
Total Nacional;19 Melilla;;2025M05;2,14
Total Nacional;19 Melilla;;2025M04;2,00
Total Nacional;19 Melilla;;2025M03;2,49
Total Nacional;19 Melilla;;2025M02;2,21
Total Nacional;19 Melilla;;2025M01;2,03
Total Nacional;19 Melilla;;2024M12;2,10
